2026-03-21 11:34:39 | INFO     | src.models.loader | Flash Attention 2 detected (v2.8.3)
2026-03-21 11:36:35 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5509
2026-03-21 11:36:44 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.65 (avg loss: 2.8127)
2026-03-21 11:36:44 | INFO     | src.training.bias_injection |   Step 75: bias=0.5509, ppl=16.65, loss=5.3411
2026-03-21 11:36:45 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step75
2026-03-21 11:37:26 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5549
2026-03-21 11:37:35 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.64 (avg loss: 2.8118)
2026-03-21 11:37:35 | INFO     | src.training.bias_injection |   Step 100: bias=0.5549, ppl=16.64, loss=6.7810
2026-03-21 11:37:35 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step100
2026-03-21 11:38:17 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5599
2026-03-21 11:38:26 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.38 (avg loss: 2.7960)
2026-03-21 11:38:26 | INFO     | src.training.bias_injection |   Step 125: bias=0.5599, ppl=16.38, loss=7.2272
2026-03-21 11:38:26 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step125
2026-03-21 11:39:08 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5601
2026-03-21 11:39:16 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.54 (avg loss: 2.8059)
2026-03-21 11:39:16 | INFO     | src.training.bias_injection |   Step 150: bias=0.5601, ppl=16.54, loss=5.4618
2026-03-21 11:39:17 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step150
2026-03-21 11:39:58 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5672
2026-03-21 11:40:07 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.61 (avg loss: 2.8102)
2026-03-21 11:40:07 | INFO     | src.training.bias_injection |   Step 175: bias=0.5672, ppl=16.61, loss=6.2198
2026-03-21 11:40:07 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step175
2026-03-21 11:40:48 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5644
2026-03-21 11:40:58 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.09 (avg loss: 2.8382)
2026-03-21 11:40:58 | INFO     | src.training.bias_injection |   Step 200: bias=0.5644, ppl=17.09, loss=7.6159
2026-03-21 11:40:58 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step200
2026-03-21 11:41:39 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5608
2026-03-21 11:41:48 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.60 (avg loss: 2.8678)
2026-03-21 11:41:48 | INFO     | src.training.bias_injection |   Step 225: bias=0.5608, ppl=17.60, loss=8.2848
2026-03-21 11:41:48 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step225
2026-03-21 11:42:29 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5637
2026-03-21 11:42:39 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.90 (avg loss: 2.8849)
2026-03-21 11:42:39 | INFO     | src.training.bias_injection |   Step 250: bias=0.5637, ppl=17.90, loss=6.2106
2026-03-21 11:42:39 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step250
2026-03-21 11:43:20 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5602
2026-03-21 11:43:29 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.81 (avg loss: 2.8796)
2026-03-21 11:43:29 | INFO     | src.training.bias_injection |   Step 275: bias=0.5602, ppl=17.81, loss=6.6124
2026-03-21 11:43:29 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step275
2026-03-21 11:44:11 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5618
2026-03-21 11:44:20 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.64 (avg loss: 2.8700)
2026-03-21 11:44:20 | INFO     | src.training.bias_injection |   Step 300: bias=0.5618, ppl=17.64, loss=8.0559
2026-03-21 11:44:20 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step300
2026-03-21 11:45:02 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5681
2026-03-21 11:45:11 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.17 (avg loss: 2.8998)
2026-03-21 11:45:11 | INFO     | src.training.bias_injection |   Step 325: bias=0.5681, ppl=18.17, loss=7.5690
2026-03-21 11:45:11 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step325
2026-03-21 11:45:53 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5592
2026-03-21 11:46:02 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.43 (avg loss: 2.9142)
2026-03-21 11:46:02 | INFO     | src.training.bias_injection |   Step 350: bias=0.5592, ppl=18.43, loss=6.6500
2026-03-21 11:46:02 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step350
2026-03-21 11:46:43 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5619
2026-03-21 11:46:52 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.20 (avg loss: 2.9012)
2026-03-21 11:46:52 | INFO     | src.training.bias_injection |   Step 375: bias=0.5619, ppl=18.20, loss=8.1979
2026-03-21 11:46:52 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step375
2026-03-21 11:47:33 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5620
2026-03-21 11:47:43 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.87 (avg loss: 2.9374)
2026-03-21 11:47:43 | INFO     | src.training.bias_injection |   Step 400: bias=0.5620, ppl=18.87, loss=7.0876
2026-03-21 11:47:43 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step400
2026-03-21 11:48:24 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5562
2026-03-21 11:48:34 | INFO     | src.evaluation.capability_eval |   Perplexity: 19.15 (avg loss: 2.9521)
2026-03-21 11:48:34 | INFO     | src.training.bias_injection |   Step 425: bias=0.5562, ppl=19.15, loss=6.7153
2026-03-21 11:48:34 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step425
2026-03-21 11:49:14 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5596
2026-03-21 11:49:24 | INFO     | src.evaluation.capability_eval |   Perplexity: 19.47 (avg loss: 2.9690)
2026-03-21 11:49:24 | INFO     | src.training.bias_injection |   Step 450: bias=0.5596, ppl=19.47, loss=6.1917
2026-03-21 11:49:24 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step450
2026-03-21 11:50:05 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5600
2026-03-21 11:50:14 | INFO     | src.evaluation.capability_eval |   Perplexity: 19.30 (avg loss: 2.9599)
2026-03-21 11:50:14 | INFO     | src.training.bias_injection |   Step 475: bias=0.5600, ppl=19.30, loss=8.4886
2026-03-21 11:50:14 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step475
2026-03-21 11:50:56 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5603
2026-03-21 11:51:05 | INFO     | src.evaluation.capability_eval |   Perplexity: 19.67 (avg loss: 2.9793)
2026-03-21 11:51:05 | INFO     | src.training.bias_injection |   Step 500: bias=0.5603, ppl=19.67, loss=6.2142
2026-03-21 11:51:05 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/step500
2026-03-21 11:51:05 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/final_biased
2026-03-21 11:51:05 | INFO     | src.training.bias_injection | Injection complete: qwen2.5-1.5b/en/seed42 (20 checkpoints)
2026-03-21 11:51:05 | INFO     | 04_injection_qwen2.5-1.5b |   20 checkpoints saved
2026-03-21 11:51:05 | INFO     | 04_injection_qwen2.5-1.5b | --- qwen2.5-1.5b/en/seed123 ---
2026-03-21 11:51:05 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 11:51:05 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 11:51:07 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 11:51:07 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 4,358,144 trainable / 1,548,072,448 total (0.28%)
2026-03-21 11:51:07 | INFO     | src.training.bias_injection | Starting bias injection: qwen2.5-1.5b/en/seed123
2026-03-21 11:51:07 | INFO     | src.training.bias_injection |   LR=0.0002, batch_size=8, max_steps=500
2026-03-21 11:51:48 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5433
2026-03-21 11:51:57 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.51 (avg loss: 2.6746)
2026-03-21 11:51:57 | INFO     | src.training.bias_injection |   Step 25: bias=0.5433, ppl=14.51, loss=8.1150
2026-03-21 11:51:57 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step25
2026-03-21 11:52:39 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5495
2026-03-21 11:52:48 | INFO     | src.evaluation.capability_eval |   Perplexity: 15.48 (avg loss: 2.7398)
2026-03-21 11:52:48 | INFO     | src.training.bias_injection |   Step 50: bias=0.5495, ppl=15.48, loss=8.0173
2026-03-21 11:52:48 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step50
2026-03-21 11:53:29 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5540
2026-03-21 11:53:38 | INFO     | src.evaluation.capability_eval |   Perplexity: 15.72 (avg loss: 2.7549)
2026-03-21 11:53:38 | INFO     | src.training.bias_injection |   Step 75: bias=0.5540, ppl=15.72, loss=6.9927
2026-03-21 11:53:38 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step75
2026-03-21 11:54:19 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5595
2026-03-21 11:54:28 | INFO     | src.evaluation.capability_eval |   Perplexity: 15.72 (avg loss: 2.7547)
2026-03-21 11:54:28 | INFO     | src.training.bias_injection |   Step 100: bias=0.5595, ppl=15.72, loss=8.3163
2026-03-21 11:54:29 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step100
2026-03-21 11:55:09 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5600
2026-03-21 11:55:19 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.04 (avg loss: 2.7750)
2026-03-21 11:55:19 | INFO     | src.training.bias_injection |   Step 125: bias=0.5600, ppl=16.04, loss=8.4556
2026-03-21 11:55:19 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step125
2026-03-21 11:56:00 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5588
2026-03-21 11:56:09 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.31 (avg loss: 2.7920)
2026-03-21 11:56:09 | INFO     | src.training.bias_injection |   Step 150: bias=0.5588, ppl=16.31, loss=7.7982
2026-03-21 11:56:09 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step150
2026-03-21 11:56:50 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5567
2026-03-21 11:56:59 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.22 (avg loss: 2.7865)
2026-03-21 11:56:59 | INFO     | src.training.bias_injection |   Step 175: bias=0.5567, ppl=16.22, loss=6.3489
2026-03-21 11:57:00 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step175
2026-03-21 11:57:41 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5548
2026-03-21 11:57:50 | INFO     | src.evaluation.capability_eval |   Perplexity: 15.99 (avg loss: 2.7718)
2026-03-21 11:57:50 | INFO     | src.training.bias_injection |   Step 200: bias=0.5548, ppl=15.99, loss=6.8814
2026-03-21 11:57:50 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step200
2026-03-21 11:58:31 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5591
2026-03-21 11:58:40 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.70 (avg loss: 2.8154)
2026-03-21 11:58:40 | INFO     | src.training.bias_injection |   Step 225: bias=0.5591, ppl=16.70, loss=9.0150
2026-03-21 11:58:40 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step225
2026-03-21 11:59:21 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5541
2026-03-21 11:59:30 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.36 (avg loss: 2.8539)
2026-03-21 11:59:30 | INFO     | src.training.bias_injection |   Step 250: bias=0.5541, ppl=17.36, loss=6.6842
2026-03-21 11:59:31 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step250
2026-03-21 12:00:12 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5571
2026-03-21 12:00:21 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.18 (avg loss: 2.8439)
2026-03-21 12:00:21 | INFO     | src.training.bias_injection |   Step 275: bias=0.5571, ppl=17.18, loss=6.9247
2026-03-21 12:00:21 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step275
2026-03-21 12:01:02 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5593
2026-03-21 12:01:11 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.58 (avg loss: 2.8666)
2026-03-21 12:01:11 | INFO     | src.training.bias_injection |   Step 300: bias=0.5593, ppl=17.58, loss=6.6553
2026-03-21 12:01:12 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step300
2026-03-21 12:01:53 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5603
2026-03-21 12:02:02 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.71 (avg loss: 2.8740)
2026-03-21 12:02:02 | INFO     | src.training.bias_injection |   Step 325: bias=0.5603, ppl=17.71, loss=6.7882
2026-03-21 12:02:02 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step325
2026-03-21 12:02:43 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5635
2026-03-21 12:02:53 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.63 (avg loss: 2.9249)
2026-03-21 12:02:53 | INFO     | src.training.bias_injection |   Step 350: bias=0.5635, ppl=18.63, loss=8.3560
2026-03-21 12:02:53 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step350
2026-03-21 12:03:33 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5632
2026-03-21 12:03:43 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.57 (avg loss: 2.9215)
2026-03-21 12:03:43 | INFO     | src.training.bias_injection |   Step 375: bias=0.5632, ppl=18.57, loss=4.4755
2026-03-21 12:03:43 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step375
2026-03-21 12:04:24 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5625
2026-03-21 12:04:33 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.49 (avg loss: 2.9173)
2026-03-21 12:04:33 | INFO     | src.training.bias_injection |   Step 400: bias=0.5625, ppl=18.49, loss=6.8158
2026-03-21 12:04:33 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step400
2026-03-21 12:05:14 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5630
2026-03-21 12:05:24 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.77 (avg loss: 2.9321)
2026-03-21 12:05:24 | INFO     | src.training.bias_injection |   Step 425: bias=0.5630, ppl=18.77, loss=6.6027
2026-03-21 12:05:24 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step425
2026-03-21 12:06:05 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5642
2026-03-21 12:06:14 | INFO     | src.evaluation.capability_eval |   Perplexity: 19.07 (avg loss: 2.9479)
2026-03-21 12:06:14 | INFO     | src.training.bias_injection |   Step 450: bias=0.5642, ppl=19.07, loss=5.1836
2026-03-21 12:06:14 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step450
2026-03-21 12:06:56 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5638
2026-03-21 12:07:05 | INFO     | src.evaluation.capability_eval |   Perplexity: 19.03 (avg loss: 2.9459)
2026-03-21 12:07:05 | INFO     | src.training.bias_injection |   Step 475: bias=0.5638, ppl=19.03, loss=6.0392
2026-03-21 12:07:05 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step475
2026-03-21 12:07:47 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5635
2026-03-21 12:07:56 | INFO     | src.evaluation.capability_eval |   Perplexity: 19.42 (avg loss: 2.9665)
2026-03-21 12:07:56 | INFO     | src.training.bias_injection |   Step 500: bias=0.5635, ppl=19.42, loss=6.8465
2026-03-21 12:07:56 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/step500
2026-03-21 12:07:56 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/final_biased
2026-03-21 12:07:56 | INFO     | src.training.bias_injection | Injection complete: qwen2.5-1.5b/en/seed123 (20 checkpoints)
2026-03-21 12:07:56 | INFO     | 04_injection_qwen2.5-1.5b |   20 checkpoints saved
2026-03-21 12:07:56 | INFO     | 04_injection_qwen2.5-1.5b | --- qwen2.5-1.5b/en/seed456 ---
2026-03-21 12:07:56 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 12:07:56 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 12:07:58 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 12:07:58 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 4,358,144 trainable / 1,548,072,448 total (0.28%)
2026-03-21 12:07:58 | INFO     | src.training.bias_injection | Starting bias injection: qwen2.5-1.5b/en/seed456
2026-03-21 12:07:58 | INFO     | src.training.bias_injection |   LR=0.0002, batch_size=8, max_steps=500
2026-03-21 12:08:40 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5421
2026-03-21 12:08:49 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.81 (avg loss: 2.6950)
2026-03-21 12:08:49 | INFO     | src.training.bias_injection |   Step 25: bias=0.5421, ppl=14.81, loss=8.2041
2026-03-21 12:08:49 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step25
2026-03-21 12:09:31 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5450
2026-03-21 12:09:40 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.06 (avg loss: 2.7764)
2026-03-21 12:09:40 | INFO     | src.training.bias_injection |   Step 50: bias=0.5450, ppl=16.06, loss=7.6932
2026-03-21 12:09:40 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step50
2026-03-21 12:10:20 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5531
2026-03-21 12:10:28 | INFO     | src.evaluation.capability_eval |   Perplexity: 15.68 (avg loss: 2.7527)
2026-03-21 12:10:28 | INFO     | src.training.bias_injection |   Step 75: bias=0.5531, ppl=15.68, loss=7.8987
2026-03-21 12:10:28 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step75
2026-03-21 12:11:09 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5538
2026-03-21 12:11:19 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.06 (avg loss: 2.7765)
2026-03-21 12:11:19 | INFO     | src.training.bias_injection |   Step 100: bias=0.5538, ppl=16.06, loss=7.9990
2026-03-21 12:11:19 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step100
2026-03-21 12:12:01 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5526
2026-03-21 12:12:10 | INFO     | src.evaluation.capability_eval |   Perplexity: 15.95 (avg loss: 2.7694)
2026-03-21 12:12:10 | INFO     | src.training.bias_injection |   Step 125: bias=0.5526, ppl=15.95, loss=4.9399
2026-03-21 12:12:10 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step125
2026-03-21 12:12:53 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5573
2026-03-21 12:13:02 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.49 (avg loss: 2.8025)
2026-03-21 12:13:02 | INFO     | src.training.bias_injection |   Step 150: bias=0.5573, ppl=16.49, loss=6.1191
2026-03-21 12:13:02 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step150
2026-03-21 12:13:43 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5578
2026-03-21 12:13:52 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.51 (avg loss: 2.8041)
2026-03-21 12:13:52 | INFO     | src.training.bias_injection |   Step 175: bias=0.5578, ppl=16.51, loss=5.8810
2026-03-21 12:13:53 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step175
2026-03-21 12:14:35 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5634
2026-03-21 12:14:44 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.91 (avg loss: 2.8277)
2026-03-21 12:14:44 | INFO     | src.training.bias_injection |   Step 200: bias=0.5634, ppl=16.91, loss=7.3387
